x-dis,y-dis,z-dis,HOMO-1,HOMO,LUMO,LUMO+1,EXC1,EXC2,EXC3,EXC4,EXC5,EXC6,EXC7,EXC8,EXC9,EXC10,PROB1,PROB2,PROB3,PROB4,PROB5,PROB6,PROB7,PROB8,PROB9,PROB10
0.4,2.8,3.5,-4.6380229989499995,-4.35936366239,-2.4363252624919998,-2.155004447365,1.5455,1.7091,1.9255,2.1225,2.6999,2.9396,2.9477,2.9834,3.1261,3.1796,0.0508456117,1.618e-07,2.2829999999999997e-07,0.0374516581,5.589e-07,1.8131999999999999e-06,0.0001090384,0.0015940222,7.320000000000001e-08,0.0058448238
0.4,3.0,3.5,-4.6526351448500005,-4.36465342247,-2.4359372379099997,-2.169926251031,1.5599,1.7193,1.9312,2.1228,2.7109,2.9413,2.9478,2.995,3.14,3.1878,0.0578169438,1.488e-07,2.284e-07,0.036082693799999996,5.929e-07,2.0985e-06,0.0001592505,0.0012581774,4.6200000000000003e-08,0.006444342
0.4,3.2,3.5,-4.6611656993,-4.37554314461,-2.4351073115600004,-2.185686144257,1.5783,1.7286,1.9369999999999998,2.1168,2.7281,2.9477,2.9487,3.0075,3.155,3.1979,0.0633684337,1.308e-07,2.2890000000000002e-07,0.0351932192,6.093999999999999e-07,2.3695e-06,0.0001447041,0.0009805016,4.34e-08,0.0068487503
0.4,3.4,3.5,-4.66454798931,-4.39085188443,-2.43373861335,-2.202452833383,1.5996,1.7376,1.9418,2.1054,2.7502,2.9511,2.9585,3.0194,3.1704,3.2086,0.0670925047,1.0970000000000001e-07,2.3019999999999998e-07,0.0348234038,6.053000000000001e-07,9.54598e-05,2.6076999999999996e-06,0.0007548056,4.71e-08,0.0071656313
0.4,3.6,3.5,-4.66390037465,-4.40936604471,-2.431797129905,-2.220114210325,1.6227,1.7467,1.9455,2.0895,2.7757,2.9542,2.9730000000000003,3.0304,3.1854,3.2196,0.06877299,8.789999999999999e-08,2.326e-07,0.0350951053,5.796e-07,4.73999e-05,2.7947e-06,0.0005694168,5.5599999999999995e-08,0.0076568939
0.4,3.8,3.5,-4.66033849402,-4.42989379679,-2.4293740170700002,-2.2383529983210004,1.6469,1.7559,1.9480000000000002,2.0707,2.8029,2.9574,2.9903,3.0407,3.1989,3.2301,0.0683720206,6.73e-08,2.359e-07,0.0361624946,5.339e-07,1.73549e-05,2.912e-06,0.00042211870000000005,7.17e-08,0.0092158367
0.4,4.0,3.5,-4.65489907509,-4.45133038625,-2.426591995102,-2.256766206904,1.6713,1.7651,1.9495,2.0504,2.8304,2.96,3.0091,3.0504,3.2104,3.2382,0.065980077,4.93e-08,2.4010000000000004e-07,0.0381564885,4.717e-07,8.2412e-06,2.9389999999999997e-06,0.00030781689999999996,9.970000000000001e-08,0.014038311299999998
0.4,4.2,3.5,-4.64847734989,-4.4727424860800005,-2.423542491953,-2.274917648553,1.6953,1.774,1.9505,2.03,2.8569,2.9619,3.0285,3.0597,3.2195,3.2411,0.061828951900000005,3.44e-08,2.447e-07,0.0411972546,3.996e-07,1.48244e-05,2.8543e-06,0.0002203529,1.601e-07,0.014476133799999999
0.4,4.4,3.5,-4.64181617053,-4.493351870260001,-2.4203868670740003,-2.292393992735,1.7184,1.7828,1.9511,2.0106,2.8813,2.9631,3.0472,3.0688,3.2256,3.2435,0.0562557666,2.2999999999999998e-08,2.4980000000000003e-07,0.0452590494,3.2450000000000003e-07,2.91577e-05,2.6386e-06,0.0001561941,4.0469999999999996e-07,2.0243000000000003e-06
0.6,0.0,3.5,-4.67810436005,-4.14022501101,-2.445990775239,-1.954686620854,1.2383,1.6564,1.9780000000000002,2.2923,2.4335,2.6334,2.8457,2.9093,2.9814,3.1693,1.458e-07,0.00010962649999999999,0.0554838707,6.7e-08,0.0006428732,9.53674e-05,5.553e-07,7.38e-08,1.94e-08,7.61e-08
0.6,0.2,3.5,-4.674082618590001,-4.14601816904,-2.444555682921,-1.958006054147,1.2456,1.6575,1.9776,2.286,2.4414,2.6422,2.8515,2.9117,2.9801,3.1663,1.459e-07,0.00043416980000000004,0.055774792000000004,6.82e-08,0.0006098235,0.000119117,5.996e-07,8.64e-08,3.48e-08,2.1103e-06
0.6,0.4,3.5,-4.661916714619999,-4.1630003669099995,-2.440630811553,-1.9678625860080001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.6,3.5,-4.6418678708600005,-4.190219230119999,-2.434821327103,-1.983349555913,1.2999,1.6617,1.9737,2.2359,2.5009,2.7082,2.8929,2.9295,2.9685,3.1641,1.491e-07,0.0023050006,0.0575341312,8.039999999999999e-08,0.0005106222,0.0002898286,9.334e-07,1.688e-07,6.64e-08,6.786e-07
0.6,0.8,3.5,-4.614834040410001,-4.2262108230100015,-2.427552532812,-2.002999490811,1.3435,1.6614,1.9723,2.1952,2.5494,2.7601,2.9234,2.9381,2.9629,3.1639,1.542e-07,0.0032259896,0.058645243099999994,9.37e-08,0.0005542797,0.0004128432,1.0086e-06,4.0630000000000003e-07,4.04e-08,4.482e-07
0.6,1.0,3.5,-4.58229004321,-4.2688608741900005,-2.4200355769370003,-2.025420835504,1.3940000000000001,1.6565,1.9731,2.1476,2.6059,2.8189,2.9235,2.9602,2.9736,3.165,1.631e-07,0.003961610999999999,0.05948774,1.126e-07,0.0006688862,0.0005460676999999999,5.9500000000000003e-08,1.6128e-06,6.47e-08,2.754e-07
